# generated by almanac_calendar/_generate/gen_holidays.py — do not hand-edit
# holidays: 0.101
# country: SG
# range: 2000 .. 2100
# note: 祝日は法改正で変わる。上のバージョンが基づいた法令の時点
date,name
2067-12-08,Hari Raya Puasa (estimated)
2067-12-25,Christmas Day
2067-12-26,Christmas Day (observed)
2068-01-01,New Year's Day
2068-01-02,New Year's Day (observed)
2068-02-03,Chinese New Year (estimated)
2068-02-04,Chinese New Year (estimated)
2068-02-13,Hari Raya Haji (estimated)
2068-04-20,Good Friday
2068-05-01,Labour Day
2068-05-16,Vesak Day (estimated)
2068-08-09,National Day
2068-10-25,Deepavali
2068-11-26,Hari Raya Puasa (estimated)
2068-12-25,Christmas Day
2069-01-01,New Year's Day
2069-01-23,Chinese New Year (estimated)
2069-01-24,Chinese New Year (estimated)
2069-02-02,Hari Raya Haji (estimated)
2069-04-12,Good Friday
2069-05-01,Labour Day
2069-05-05,Vesak Day (estimated)
2069-05-06,Vesak Day (observed、 estimated)
2069-08-09,National Day
2069-11-13,Deepavali
2069-11-15,Hari Raya Puasa (estimated)
2069-12-25,Christmas Day
2070-01-01,New Year's Day
2070-01-22,Hari Raya Haji (estimated)
2070-02-11,Chinese New Year (estimated)
2070-02-12,Chinese New Year (estimated)
2070-03-28,Good Friday
2070-05-01,Labour Day
2070-05-24,Vesak Day (estimated)
2070-08-09,National Day
2070-11-02,Deepavali
2070-11-03,Deepavali (observed)
2070-11-04,Hari Raya Puasa (estimated)
2070-12-25,Christmas Day
2071-01-01,New Year's Day
2071-01-11,Hari Raya Haji (estimated)
2071-01-12,Hari Raya Haji (observed、 estimated)
2071-01-31,Chinese New Year (estimated)
2071-02-01,Chinese New Year (estimated)
2071-02-02,Chinese New Year (observed、 estimated)
2071-04-17,Good Friday
2071-05-01,Labour Day
2071-05-14,Vesak Day (estimated)
2071-08-09,National Day
2071-08-10,National Day (observed)
2071-10-24,Hari Raya Puasa (estimated)
2071-11-21,Deepavali
2071-12-25,Christmas Day
2071-12-31,Hari Raya Haji (estimated)
2072-01-01,New Year's Day
2072-02-19,Chinese New Year (estimated)
2072-02-20,Chinese New Year (estimated)
2072-04-08,Good Friday
2072-05-01,Labour Day
2072-05-02,Labour Day (observed)
2072-06-01,Vesak Day (estimated)
2072-08-09,National Day
2072-10-13,Hari Raya Puasa (estimated)
2072-11-09,Deepavali
2072-12-20,Hari Raya Haji (estimated)
2072-12-25,Christmas Day
2072-12-26,Christmas Day (observed)
2073-01-01,New Year's Day
2073-01-02,New Year's Day (observed)
2073-02-07,Chinese New Year (estimated)
2073-02-08,Chinese New Year (estimated)
2073-03-24,Good Friday
2073-05-01,Labour Day
2073-05-21,Vesak Day (estimated)
2073-05-22,Vesak Day (observed、 estimated)
2073-08-09,National Day
2073-10-02,Hari Raya Puasa (estimated)
2073-10-30,Deepavali
2073-12-09,Hari Raya Haji (estimated)
2073-12-25,Christmas Day
2074-01-01,New Year's Day
2074-01-27,Chinese New Year (estimated)
2074-01-28,Chinese New Year (estimated)
2074-01-29,Chinese New Year (observed、 estimated)
2074-04-13,Good Friday
2074-05-01,Labour Day
2074-05-10,Vesak Day (estimated)
2074-08-09,National Day
2074-09-22,Hari Raya Puasa (estimated)
2074-11-18,Deepavali
2074-11-19,Deepavali (observed)
2074-11-29,Hari Raya Haji (estimated)
2074-12-25,Christmas Day
2075-01-01,New Year's Day
2075-02-15,Chinese New Year (estimated)
2075-02-16,Chinese New Year (estimated)
2075-04-05,Good Friday
2075-05-01,Labour Day
2075-05-29,Vesak Day (estimated)
2075-08-09,National Day
2075-09-11,Hari Raya Puasa (estimated)
2075-11-07,Deepavali
2075-11-18,Hari Raya Haji (estimated)
2075-12-25,Christmas Day
2076-01-01,New Year's Day
2076-02-05,Chinese New Year (estimated)
2076-02-06,Chinese New Year (estimated)
2076-04-17,Good Friday
2076-05-01,Labour Day
2076-05-17,Vesak Day (estimated)
2076-05-18,Vesak Day (observed、 estimated)
2076-08-09,National Day
2076-08-10,National Day (observed)
2076-08-30,Hari Raya Puasa (estimated)
2076-08-31,Hari Raya Puasa (observed、 estimated)
2076-10-27,Deepavali
2076-11-07,Hari Raya Haji (estimated)
2076-12-25,Christmas Day
2077-01-01,New Year's Day
2077-01-24,Chinese New Year (estimated)
2077-01-25,Chinese New Year (estimated)
2077-01-26,Chinese New Year (observed、 estimated)
2077-04-09,Good Friday
2077-05-01,Labour Day
2077-05-07,Vesak Day (estimated)
2077-08-09,National Day
2077-08-19,Hari Raya Puasa (estimated)
2077-10-27,Hari Raya Haji (estimated)
2077-11-15,Deepavali
2077-12-25,Christmas Day
2078-01-01,New Year's Day
2078-02-12,Chinese New Year (estimated)
2078-02-13,Chinese New Year (estimated)
2078-02-14,Chinese New Year (observed、 estimated)
2078-04-01,Good Friday
2078-05-01,Labour Day
2078-05-02,Labour Day (observed)
2078-05-26,Vesak Day (estimated)
2078-08-09,National Day
2078-11-04,Deepavali
2078-12-25,Christmas Day
2078-12-26,Christmas Day (observed)
2079-01-01,New Year's Day
2079-01-02,New Year's Day (observed)
2079-02-02,Chinese New Year (estimated)
2079-02-03,Chinese New Year (estimated)
2079-04-21,Good Friday
2079-05-01,Labour Day
2079-05-15,Vesak Day (estimated)
2079-08-09,National Day
2079-10-24,Deepavali
2079-12-25,Christmas Day
2080-01-01,New Year's Day
2080-01-22,Chinese New Year (estimated)
2080-01-23,Chinese New Year (estimated)
2080-04-05,Good Friday
2080-05-01,Labour Day
2080-06-02,Vesak Day (estimated)
2080-06-03,Vesak Day (observed、 estimated)
2080-08-09,National Day
2080-11-10,Deepavali
2080-11-11,Deepavali (observed)
2080-12-25,Christmas Day
2081-01-01,New Year's Day
2081-02-09,Chinese New Year (estimated)
2081-02-10,Chinese New Year (estimated)
2081-02-11,Chinese New Year (observed、 estimated)
2081-03-28,Good Friday
2081-05-01,Labour Day
2081-05-23,Vesak Day (estimated)
2081-08-09,National Day
2081-10-31,Deepavali
2081-12-25,Christmas Day
2082-01-01,New Year's Day
2082-01-29,Chinese New Year (estimated)
2082-01-30,Chinese New Year (estimated)
2082-04-17,Good Friday
2082-05-01,Labour Day
2082-05-12,Vesak Day (estimated)
2082-08-09,National Day
2082-08-10,National Day (observed)
2082-11-19,Deepavali
2082-12-25,Christmas Day
2083-01-01,New Year's Day
2083-02-17,Chinese New Year (estimated)
2083-02-18,Chinese New Year (estimated)
2083-04-02,Good Friday
2083-05-01,Labour Day
2083-05-31,Vesak Day (estimated)
2083-08-09,National Day
2083-11-09,Deepavali
2083-12-25,Christmas Day
2084-01-01,New Year's Day
2084-02-06,Chinese New Year (estimated)
2084-02-07,Chinese New Year (estimated)
2084-02-08,Chinese New Year (observed、 estimated)
2084-03-24,Good Friday
2084-05-01,Labour Day
2084-05-19,Vesak Day (estimated)
2084-08-09,National Day
2084-10-28,Deepavali
2084-12-25,Christmas Day
2085-01-01,New Year's Day
2085-01-26,Chinese New Year (estimated)
2085-01-27,Chinese New Year (estimated)
2085-04-13,Good Friday
2085-05-01,Labour Day
2085-05-08,Vesak Day (estimated)
2085-08-09,National Day
2085-11-16,Deepavali
2085-12-25,Christmas Day
2086-01-01,New Year's Day
2086-02-14,Chinese New Year (estimated)
2086-02-15,Chinese New Year (estimated)
2086-03-29,Good Friday
2086-05-01,Labour Day
2086-05-27,Vesak Day (estimated)
2086-08-09,National Day
2086-11-05,Deepavali
2086-12-25,Christmas Day
2087-01-01,New Year's Day
2087-02-03,Chinese New Year (estimated)
2087-02-04,Chinese New Year (estimated)
2087-04-18,Good Friday
2087-05-01,Labour Day
2087-05-17,Vesak Day (estimated)
2087-08-09,National Day
2087-10-25,Deepavali
2087-12-25,Christmas Day
2088-01-01,New Year's Day
2088-01-24,Chinese New Year (estimated)
2088-01-25,Chinese New Year (estimated)
2088-01-26,Chinese New Year (observed、 estimated)
2088-04-09,Good Friday
2088-05-01,Labour Day
2088-05-05,Vesak Day (estimated)
2088-08-09,National Day
2088-11-12,Deepavali
2088-12-25,Christmas Day
2089-01-01,New Year's Day
2089-02-10,Chinese New Year (estimated)
2089-02-11,Chinese New Year (estimated)
2089-04-01,Good Friday
2089-05-01,Labour Day
2089-05-02,Labour Day (observed)
2089-05-24,Vesak Day (estimated)
2089-08-09,National Day
2089-11-01,Deepavali
2089-12-25,Christmas Day
2089-12-26,Christmas Day (observed)
2090-01-01,New Year's Day
2090-01-02,New Year's Day (observed)
2090-01-30,Chinese New Year (estimated)
2090-01-31,Chinese New Year (estimated)
2090-04-14,Good Friday
2090-05-01,Labour Day
2090-05-14,Vesak Day (estimated)
2090-05-15,Vesak Day (observed、 estimated)
2090-08-09,National Day
2090-11-20,Deepavali
2090-12-25,Christmas Day
2091-01-01,New Year's Day
2091-02-18,Chinese New Year (estimated)
2091-02-19,Chinese New Year (estimated)
2091-02-20,Chinese New Year (observed、 estimated)
2091-04-06,Good Friday
2091-05-01,Labour Day
2091-06-01,Vesak Day (estimated)
2091-08-09,National Day
2091-11-10,Deepavali
2091-12-25,Christmas Day
2092-01-01,New Year's Day
2092-02-07,Chinese New Year (estimated)
2092-02-08,Chinese New Year (estimated)
2092-03-28,Good Friday
2092-05-01,Labour Day
2092-05-20,Vesak Day (estimated)
2092-08-09,National Day
2092-10-30,Deepavali
2092-12-25,Christmas Day
2093-01-01,New Year's Day
2093-01-27,Chinese New Year (estimated)
2093-01-28,Chinese New Year (estimated)
2093-04-10,Good Friday
2093-05-01,Labour Day
2093-05-10,Vesak Day (estimated)
2093-05-11,Vesak Day (observed、 estimated)
2093-08-09,National Day
2093-08-10,National Day (observed)
2093-11-18,Deepavali
2093-12-25,Christmas Day
2094-01-01,New Year's Day
2094-02-15,Chinese New Year (estimated)
2094-02-16,Chinese New Year (estimated)
2094-04-02,Good Friday
2094-05-01,Labour Day
2094-05-28,Vesak Day (estimated)
2094-08-09,National Day
2094-11-07,Deepavali
2094-11-08,Deepavali (observed)
2094-12-25,Christmas Day
2095-01-01,New Year's Day
2095-02-05,Chinese New Year (estimated)
2095-02-06,Chinese New Year (estimated)
2095-02-07,Chinese New Year (observed、 estimated)
2095-04-22,Good Friday
2095-05-01,Labour Day
2095-05-02,Labour Day (observed)
2095-05-18,Vesak Day (estimated)
2095-08-09,National Day
2095-10-27,Deepavali
2095-12-25,Christmas Day
2095-12-26,Christmas Day (observed)
2096-01-01,New Year's Day
2096-01-02,New Year's Day (observed)
2096-01-25,Chinese New Year (estimated)
2096-01-26,Chinese New Year (estimated)
2096-04-13,Good Friday
2096-05-01,Labour Day
2096-05-07,Vesak Day (estimated)
2096-08-09,National Day
2096-11-14,Deepavali
2096-12-25,Christmas Day
2097-01-01,New Year's Day
2097-02-12,Chinese New Year (estimated)
2097-02-13,Chinese New Year (estimated)
2097-03-29,Good Friday
2097-05-01,Labour Day
2097-05-26,Vesak Day (estimated)
2097-05-27,Vesak Day (observed、 estimated)
2097-08-09,National Day
2097-11-03,Deepavali
2097-11-04,Deepavali (observed)
2097-12-25,Christmas Day
2098-01-01,New Year's Day
2098-02-01,Chinese New Year (estimated)
2098-02-02,Chinese New Year (estimated)
2098-02-03,Chinese New Year (observed、 estimated)
2098-04-18,Good Friday
2098-05-01,Labour Day
2098-05-15,Vesak Day (estimated)
2098-08-09,National Day
2098-10-23,Deepavali
2098-12-25,Christmas Day
2099-01-01,New Year's Day
2099-01-21,Chinese New Year (estimated)
2099-01-22,Chinese New Year (estimated)
2099-04-10,Good Friday
2099-05-01,Labour Day
2099-06-03,Vesak Day (estimated)
2099-08-09,National Day
2099-08-10,National Day (observed)
2099-11-11,Deepavali
2099-12-25,Christmas Day
2100-01-01,New Year's Day
2100-02-09,Chinese New Year (estimated)
2100-02-10,Chinese New Year (estimated)
2100-03-26,Good Friday
2100-05-01,Labour Day
2100-05-23,Vesak Day (estimated)
2100-05-24,Vesak Day (observed、 estimated)
2100-08-09,National Day
2100-11-01,Deepavali
2100-12-25,Christmas Day
